FIPS,year,profmean,profmean_stnd,female,sped,age,hispanic,asian,amind,free_lunch,red_lunch,miss_lunch,combo_pct_free_lunch,combo_pct_red_lunch,combo_pct_miss_lunch,admin_survey,wtdn,white,black,paid_lunch,lang_nr,lang_st,lang_mt,lang_om,score_oldway,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64,score_m65,score_m66,score_m67,score_m68,score_m69,score_m70,score_m71,score_m72,score_m73,score_m74,score_m75,score_m76,score_m77,score_m78,score_m79,score_m80,score_m81,score_m82,score_m83,score_m84,score_m85,score_m86,score_m87,score_m88,score_m89,score_m90,score_m91,score_m92,score_m93,score_m94,score_m95,score_m96
"Kansas",2005,245.782,.3173532,.4806789,.1174371,10.04779,.1063617,.0251695,.0191967,.3111144,.1098331,.00028,.3111144,.1098331,.00028,1,10.48,.7368256,.0855578,.5782021,.6082374,.2734069,.1133028,.0050529,,245.782,241.8391,244.4062,244.8671,245.8155,246.1071,245.0117,242.2488,241.7859,241.847,242.1215,241.8464,243.9532,244.4854,244.6574,244.1681,244.9459,245.1929,244.6245,246.042,245.0208,245.3089,242.188,242.2277,242.4506,242.259,241.7992,242.0627,241.8197,242.035,241.8472,242.1186,244.0555,244.2095,243.9571,244.6338,244.2097,244.3922,245.1761,244.6607,244.9211,245.2336,242.1741,242.3889,242.222,242.3509,242.2316,242.453,241.9857,241.8234,242.0863,242.0293,244.2135,244.014,244.1845,244.3477,244.8747,242.299,242.1995,242.4148,242.3507,242.0039,244.1574,242.3199,244.6803,242.4334,244.2035,244.7495,244.9228,244.4319,242.3597,242.3991,242.6252,242.4396,244.2973,244.4499,244.2041,244.893,244.463,244.6461,242.3345,242.5507,242.3909,242.5168,242.3995,242.6237,244.4494,244.2521,244.4211,244.5953,242.4538,242.3574,242.5739,242.513,244.3893,242.4722
"Kansas",2007,247.924,.3204966,.4911692,.1049805,10.05802,.1318011,.0244526,.0149806,.3248101,.0891107,.0007301,.3245698,.0887106,.0007301,1,10.60,.7334427,.0781225,.5853491,.598671,.2970832,.1017996,.0024462,,247.9237,244.064,246.5849,247.3921,247.7549,248.4151,246.878,244.466,244.2553,243.8712,244.4889,243.8843,246.3682,246.4816,246.9456,246.1774,247.258,247.8904,246.9027,248.1107,246.7009,247.349,244.6097,244.2579,244.7771,244.3286,244.0496,244.6687,244.1226,244.1646,243.7047,244.3009,246.279,246.7474,246.2403,246.7029,246.0462,246.5126,247.6274,246.7313,247.3712,247.0507,244.3929,244.9189,244.5137,244.4543,244.13,244.6319,244.3401,243.9237,244.5273,243.9926,246.5233,246.1077,246.5851,246.2604,247.085,244.5927,244.3011,244.8144,244.3218,244.2084,246.3346,244.4957,246.7473,244.5749,246.5164,246.6381,247.103,246.3333,244.711,244.3591,244.8803,244.435,246.4222,246.8898,246.3863,246.8566,246.1959,246.6629,244.4876,245.0146,244.6132,244.5523,244.2288,244.7326,246.6631,246.2483,246.7251,246.4068,244.6841,244.3941,244.9082,244.4175,246.4718,244.5854
"Kansas",2009,245.309,.2243606,.4807204,.1146532,10.04673,.1503652,.0240945,.0143307,.3702559,.1188855,0,.3702559,.1188855,0,1,11.85,.6900679,.1001037,.5108587,.5737719,.2887277,.1283115,.0091889,,245.3087,242.2927,244.915,245.1105,245.2848,245.7085,244.6928,243.0993,242.7003,242.2392,242.6251,242.3407,244.8337,244.9067,245.1959,244.7368,245.0978,245.5176,244.8844,245.5673,244.641,245.0749,243.4094,242.9924,243.3261,243.1499,242.6048,243.0206,242.7567,242.4638,242.2751,242.6654,244.83,245.1311,244.8768,245.0763,244.6872,244.9948,245.393,244.8211,245.264,244.9187,243.2725,243.6343,243.4747,243.1339,243.032,243.3707,242.8266,242.6478,243.0693,242.4957,245.0187,244.8176,245.1433,244.85,245.1025,243.417,243.3248,243.6929,243.1706,242.8654,244.9912,243.4659,245.151,243.2595,245.0493,245.134,245.424,244.9621,243.5585,243.1413,243.4772,243.3051,245.0383,245.3378,245.0877,245.2992,244.9036,245.2113,243.4119,243.7744,243.6198,243.2778,243.1765,243.517,245.2216,245.021,245.3449,245.0612,243.5512,243.4607,243.8292,243.3101,245.1889,243.5966
"Kansas",2011,246.255,.2207064,.4939955,.128625,10.03912,.1601488,.0328106,.012192,.3956635,.1102445,.000239,.3956635,.1102445,.000239,1,11.37,.6764247,.0749878,.4938531,.5817288,.2787334,.1296739,.0098639,,246.2553,242.6564,245.2265,246.2674,246.5382,246.6448,245.5762,243.1863,243.2353,242.9219,243.0022,242.7194,245.3327,245.5164,245.5172,245.0665,246.5371,246.6652,246.0101,246.7945,245.819,245.94,243.6598,243.3967,243.4368,243.2668,243.4274,243.5668,243.3168,243.1391,242.9601,243.0529,245.6105,245.6454,245.4077,245.6807,245.3038,245.3301,246.8064,246.2118,246.3708,246.0644,243.8122,243.908,243.7628,243.5411,243.4536,243.5073,243.6415,243.4824,243.6357,243.1709,245.7967,245.6125,245.6825,245.4586,246.4612,243.96,243.8891,244,243.5931,243.6898,245.7799,244.0314,245.5665,243.4172,245.6434,245.8439,245.8457,245.3894,243.8748,243.6114,243.6548,243.4895,245.9106,245.9432,245.7101,246.0018,245.6139,245.6404,244.0132,244.1101,243.9711,243.7485,243.6609,243.7173,246.089,245.904,245.9716,245.7614,244.1536,244.0841,244.1958,243.7933,246.0634,244.2191
"Kansas",2013,246.186,.1776159,.4841766,.1398188,10.0181,.1698909,.0360906,.008789,.4255701,.0936019,0,.4255701,.0936019,0,1,12.06,.6663576,.0711476,.480828,.5883909,.2570074,.1459625,.0086391,,246.1857,242.416,245.2472,246.6366,246.4935,246.4904,245.5677,243.0525,243.3726,242.7093,242.6896,242.5141,245.6198,245.5565,245.4773,245.0997,246.9077,246.9509,246.3543,246.6888,245.8375,245.8421,243.835,243.2811,243.2407,243.1457,243.5505,243.6291,243.4563,242.8769,242.7833,242.7744,245.902,245.8746,245.6789,245.6836,245.3599,245.3007,247.1165,246.5569,246.6253,246.017,243.9715,244.0205,243.9277,243.3869,243.3528,243.3239,243.7146,243.6112,243.6994,242.9437,246.0513,245.8876,245.8923,245.4749,246.7407,244.0811,244.0423,244.1022,243.4537,243.7678,246.0155,244.1461,245.578,243.277,245.922,245.8752,245.7969,245.4119,244.0438,243.4898,243.4525,243.3607,246.1939,246.1642,245.9711,245.9959,245.6598,245.6005,244.1667,244.2166,244.1285,243.5885,243.553,243.5265,246.3356,246.1693,246.1716,245.7675,244.269,244.2304,244.2908,243.6469,246.2893,244.3271
"Kansas",2015,241.067,.0427076,.4911721,.1424404,10.02224,.2060063,.0306076,.0104046,.4298669,.1075895,.0056541,.4206564,.1069892,.0144403,1,15.50,.6374552,.0674927,.4568895,.5937901,.2448939,.1477515,.0135645,,241.0672,237.8224,240.0063,241.5775,241.2743,241.504,240.5116,238.2168,238.6855,238.0149,238.2088,237.9241,240.4306,240.2293,240.3302,239.8932,241.7493,242.0271,241.3609,241.5686,240.6633,240.9151,238.9405,238.3691,238.5054,238.3135,238.7768,239.0533,238.7859,238.263,238.0771,238.2891,240.6255,240.7868,240.5288,240.4161,240.0529,240.1873,242.0626,241.4458,241.76,240.9431,239.0096,239.226,239.0457,238.5387,238.4298,238.5862,239.0208,238.838,239.1324,238.3134,240.8428,240.6351,240.8385,240.2298,241.7313,239.1837,239.0779,239.3142,238.5915,239.0701,240.8292,239.2431,240.2891,238.4044,240.6882,240.5019,240.6047,240.1696,239.1147,238.5432,238.6833,238.5002,240.8746,241.0349,240.7873,240.6841,240.3183,240.454,239.1722,239.3906,239.22,238.7074,238.6032,238.763,241.0862,240.8843,241.0867,240.4896,239.3408,239.2406,239.4788,238.7594,241.0722,239.4003
"Kansas",2017,241.213,.0677718,.4819712,.1360485,10.00079,.1913765,.0307962,.0084797,.4010711,.0947756,.0008279,.4249636,.0897475,.0008279,1,15.50,.6367485,.0733225,.5033254,0,0,0,0,,241.2128,237.5685,239.491,241.4191,241.278,241.4267,241.2128,237.6736,238.3712,237.6139,237.751,237.5685,239.7784,239.6108,239.6805,239.491,241.4708,241.639,241.4191,241.4243,241.278,241.4267,238.3615,237.7096,237.8162,237.6736,238.3279,238.5403,238.3712,237.7334,237.6139,237.751,239.8799,239.9879,239.7784,239.7205,239.6108,239.6805,241.6263,241.4708,241.639,241.4243,238.322,238.5018,238.3615,237.7948,237.7096,237.8162,238.4445,238.3279,238.5403,237.7334,240.0083,239.8799,239.9879,239.7205,241.6263,238.4104,238.322,238.5018,237.7948,238.4445,240.0083,238.4104,240.3093,238.2201,240.5248,240.3994,240.4746,240.3093,238.87,238.2169,238.3344,238.2201,240.6012,240.7066,240.5248,240.4956,240.3994,240.4746,238.7967,238.9823,238.87,238.2864,238.2169,238.3344,240.7131,240.6012,240.7066,240.4956,238.8691,238.7967,238.9823,238.2864,240.7131,238.8691
"Kansas",2019,239.440,,,,,,,,,,,,,,,,,,,,,,,,239.4398,235.7955,237.7179,239.6461,239.505,239.6537,239.4398,235.9006,236.5982,235.8409,235.978,235.7955,238.0054,237.8378,237.9075,237.7179,239.6978,239.866,239.6461,239.6513,239.505,239.6537,236.5885,235.9366,236.0432,235.9006,236.5549,236.7673,236.5982,235.9604,235.8409,235.978,238.1069,238.2149,238.0054,237.9475,237.8378,237.9075,239.8533,239.6978,239.866,239.6513,236.549,236.7288,236.5885,236.0218,235.9366,236.0432,236.6715,236.5549,236.7673,235.9604,238.2353,238.1069,238.2149,237.9475,239.8533,236.6374,236.549,236.7288,236.0218,236.6715,238.2353,236.6374,238.5363,236.4471,238.7518,238.6264,238.7016,238.5363,237.097,236.4439,236.5614,236.4471,238.8282,238.9336,238.7518,238.7226,238.6264,238.7016,237.0237,237.2093,237.097,236.5134,236.4439,236.5614,238.9401,238.8282,238.9336,238.7226,237.0961,237.0237,237.2093,236.5134,238.9401,237.0961
"Kentucky",1996,221.306,-.0369348,.4747994,.0421504,9.978176,.0368229,.0058381,.0111635,.3504621,.0820691,.0224977,.3504621,.0820691,.0224977,1,18.04,.8504817,.0935595,.5210661,.840865,.1369644,.0169509,.0052196,,221.3056,217.1474,222.611,220.4012,221.0833,221.4723,220.968,219.5263,217.446,216.8888,217.256,217.7303,221.9331,222.3632,222.6824,222.7387,220.2352,220.5653,220.6618,221.2142,220.6459,221.0757,219.6352,219.1153,219.4996,220.019,217.1656,217.5488,217.9716,216.9745,217.4014,217.8231,221.7277,221.9919,222.4227,222.4155,222.3779,222.7511,220.3651,220.375,220.7697,220.7442,219.2259,219.6085,220.099,219.1141,219.5502,219.984,217.2499,217.629,218.0595,217.4803,221.774,222.0957,222.4316,222.4,220.4734,219.2251,219.6365,220.0641,219.546,217.7065,222.1156,219.6325,222.611,219.5263,221.9331,222.3632,222.6824,222.7387,219.6352,219.1153,219.4996,220.019,221.7277,221.9919,222.4227,222.4155,222.3779,222.7511,219.2259,219.6085,220.099,219.1141,219.5502,219.984,221.774,222.0957,222.4316,222.4,219.2251,219.6365,220.0641,219.546,222.1156,219.6325
"Kentucky",2000,220.994,-.1184054,.5065157,.0339336,10.00988,.0415518,.006746,.0161003,.3740093,.093972,.0201708,.3740093,.093972,.0201708,1,19.24,.8187628,.1140701,.4821216,.8179862,.149721,.0294349,.0028579,,220.9936,216.2709,222.1893,219.748,220.6516,221.5152,220.38,218.7858,216.4947,215.8788,216.6799,216.7926,221.3058,221.8384,222.5064,222.08,219.4849,220.2722,219.8071,221.0393,219.9583,220.8349,218.8269,218.2396,218.9903,219.1669,216.0942,216.8922,216.9454,216.1718,216.3516,217.1672,221.0108,221.6214,221.5867,222.0427,221.632,222.3311,219.8819,219.4436,220.261,220.3124,218.2942,219.0303,219.1702,218.3837,218.5861,219.3504,216.3843,216.5047,217.31,216.6247,221.2238,221.1884,221.8382,221.8063,219.8,218.4406,218.6076,219.3524,218.719,216.7749,221.3671,218.7421,222.1893,218.7858,221.3058,221.8384,222.5064,222.08,218.8269,218.2396,218.9903,219.1669,221.0108,221.6214,221.5867,222.0427,221.632,222.3311,218.2942,219.0303,219.1702,218.3837,218.5861,219.3504,221.2238,221.1884,221.8382,221.8063,218.4406,218.6076,219.3524,218.719,221.3671,218.7421
"Kentucky",2003,228.726,-.1908032,.4844615,.1087456,10.04912,.0129433,.008248,.0002244,.4143432,.0968744,.0147886,.4143432,.0968744,.0147886,1,14.04,.8478352,.1160528,.4689455,.7154021,.2141064,.05625,.0142416,,228.7263,223.4358,230.2832,226.881,228.6573,229.1478,227.5864,226.3703,223.3134,223.3157,223.7612,223.7544,228.9897,230.1642,230.5271,229.9682,226.9094,227.2988,226.7546,228.9577,227.4272,227.9329,226.0934,226.0471,226.4941,226.6374,223.2115,223.6331,223.6658,223.539,223.5829,224.0534,228.9441,229.2169,229.2561,230.3156,229.7282,230.1292,227.2095,226.6611,227.1014,227.6864,225.8106,226.2171,226.4069,226.134,226.2712,226.7421,223.4332,223.5108,223.9595,223.7917,229.0901,229.0776,229.4126,229.8382,226.9207,225.8981,226.0777,226.5116,226.3483,223.7179,229.1857,226.1553,230.2832,226.3703,228.9897,230.1642,230.5271,229.9682,226.0934,226.0471,226.4941,226.6374,228.9441,229.2169,229.2561,230.3156,229.7282,230.1292,225.8106,226.2171,226.4069,226.134,226.2712,226.7421,229.0901,229.0776,229.4126,229.8382,225.8981,226.0777,226.5116,226.3483,229.1857,226.1553
"Kentucky",2005,231.492,-.205088,.4891871,.1215846,10.05602,.0178921,.0061721,.0018112,.4104446,.1139232,.0035654,.4095061,.1145523,.0035654,1,16.42,.8428373,.1176548,.4705395,.7411913,.2055524,.0505617,.0026946,,231.4923,226.1705,232.619,229.5755,231.6182,231.8823,229.9572,228.8663,226.0559,226.2344,226.4572,226.2514,231.322,232.69,232.854,232.0383,229.7939,229.9607,229.1438,231.8846,230.0185,230.2664,228.6168,228.7324,228.973,228.9155,226.1296,226.3378,226.1808,226.4225,226.2916,226.5126,231.4624,231.5395,231.3614,232.8289,232.0082,232.1852,230.0575,229.2604,229.4535,230.2366,228.5143,228.7235,228.7185,228.8021,228.7635,229.0029,226.3164,226.2273,226.4373,226.4643,231.5942,231.3845,231.5037,232.1009,229.4784,228.5843,228.5931,228.806,228.8223,226.3986,231.4748,228.6521,232.879,229.0417,231.5595,232.9404,233.1057,232.2885,228.7802,228.8954,229.139,229.087,231.6918,231.7676,231.5957,233.0747,232.2485,232.426,228.6669,228.8775,228.879,228.9598,228.9231,229.1651,231.818,231.6104,231.7282,232.3358,228.7315,228.7432,228.9572,228.9766,231.6948,228.7969
"Kentucky",2007,235.088,-.1438494,.4984621,.1305131,10.02327,.0240068,.0095569,.0012876,.509841,.0203144,0,.5097703,.0204028,0,1,13.80,.8361272,.1109927,.4698445,.7390989,.2058824,.0523787,.0023053,,235.0879,229.6138,237.2987,233.2277,235.4879,235.3051,233.4931,233.0418,229.5834,229.9477,229.7477,229.6843,235.928,237.578,237.3813,236.6539,233.7052,233.4368,232.7563,235.616,233.8267,233.6214,232.7943,233.1053,232.9864,233.07,229.9071,229.7146,229.6969,230.0199,229.9921,229.7947,236.2763,235.9812,235.9478,237.6173,236.827,236.6374,233.8238,233.1283,232.8858,233.8972,232.8825,232.7397,232.8801,233.0694,233.1148,232.9969,229.9788,229.9914,229.8047,230.0502,236.2949,236.1712,235.9222,236.8098,233.1973,232.8453,232.9442,232.808,233.0686,230.049,236.145,232.8971,237.472,233.1584,236.0863,237.745,237.5495,236.8204,232.903,233.2136,233.0969,233.1838,236.4293,236.1336,236.1038,237.7814,236.9868,236.798,232.9839,232.8424,232.9867,233.1743,233.2206,233.1048,236.4443,236.3215,236.0719,236.9662,232.9433,233.044,232.9088,233.1711,236.2916,232.9935
"Kentucky",2009,238.836,-.009292,.4854375,.1256878,10.02282,.029322,.0138248,.0004987,.4792268,.0349958,.0004571,.4769753,.0363754,.0004571,1,15.10,.8344513,.0980559,.4853203,.7378,.2052747,.0541922,.002733,,238.8359,232.9803,239.9341,236.9398,239.0578,239.0471,237.219,235.7795,232.9495,233.1423,233.1155,233.0545,238.6381,240.0939,240.0419,239.3281,237.2489,237.1424,236.4633,239.1926,237.3742,237.3402,235.5741,235.7283,235.7552,235.8263,233.1083,233.0822,233.0668,233.2243,233.1917,233.1665,238.8654,238.7201,238.6743,240.1529,239.3831,239.3404,237.3744,236.6658,236.5859,237.4511,235.5468,235.5503,235.6742,235.7154,235.7558,235.7841,233.1897,233.1974,233.1763,233.2597,238.9075,238.7786,238.6789,239.3885,236.7413,235.5331,235.6227,235.6328,235.7327,233.2647,238.777,235.599,240.1344,235.9165,238.8214,240.2868,240.2354,239.519,235.7018,235.8557,235.8844,235.9588,239.0424,238.8956,238.8532,240.3419,239.5665,239.5237,235.6662,235.6703,235.7983,235.8385,235.8792,235.909,239.0798,238.951,238.8497,239.5674,235.6481,235.7389,235.7493,235.8518,238.9445,235.7108
"Kentucky",2011,240.831,.0258239,.4922797,.1225872,10.03088,.0381971,.0146737,.0011749,.540275,.0114696,.0007212,.5398246,.0117801,.0007212,1,13.70,.8355224,.0943223,.4475341,.7387779,.201269,.0576625,.0022906,,240.8307,234.8095,241.9557,238.6354,240.9791,241.1551,239.1434,237.6886,234.6008,234.8896,235.0349,234.8792,240.4667,242.0489,242.1378,241.3191,238.8896,238.9517,238.1603,241.198,239.222,239.3781,237.3253,237.5549,237.7294,237.7285,234.7002,234.8238,234.7204,235.036,234.9344,235.0799,240.6393,240.6229,240.5024,242.1551,241.3027,241.4043,239.101,238.3054,238.3962,239.3854,237.2352,237.3666,237.4234,237.5845,237.5755,237.7505,234.8458,234.7909,234.9187,235.0658,240.7309,240.5498,240.5798,241.3564,238.4677,237.2643,237.3088,237.4462,237.5944,234.9216,240.5973,237.3273,242.289,237.9153,240.7714,242.3699,242.4599,241.6356,237.5364,237.7657,237.9433,237.947,240.9336,240.915,240.7988,242.4699,241.6067,241.7084,237.4326,237.5651,237.6279,237.7881,237.7789,237.9565,241.0175,240.8355,240.8632,241.6532,237.4543,237.5002,237.6383,237.7908,240.8752,237.5116
"Kentucky",2013,241.470,.010281,.489304,.1202557,10.03222,.0549673,.01862,.0016388,.5053,.0185356,.0002922,.5176587,.0250254,.0002922,1,14.73,.7894568,.1086197,.4758722,.7192409,.2051979,.0706352,.004926,,241.4699,236.0303,241.4318,239.6672,241.342,241.8861,239.9043,237.9553,236.0973,235.8372,236.335,236.1141,240.2915,241.3192,241.7044,240.8912,239.6372,240.0799,239.207,241.6424,239.7106,240.24,237.8861,237.636,238.1001,238.0226,235.9048,236.3946,236.2153,236.0504,235.8992,236.3945,240.2437,240.5531,240.3444,241.4877,240.6781,241.08,239.9376,239.0709,239.5427,239.9642,237.5847,238.0303,237.9947,237.7355,237.685,238.149,236.1161,235.9976,236.4884,236.0978,240.4117,240.1792,240.5314,240.8043,239.3253,237.6856,237.6709,238.1203,237.7742,236.1941,240.3063,237.7612,242.1546,238.4463,240.9536,242.0153,242.4073,241.5806,238.3471,238.092,238.5677,238.4994,240.8831,241.1925,240.9928,242.1729,241.3396,241.7467,238.0151,238.468,238.4447,238.1786,238.1283,238.6028,241.0377,240.8036,241.156,241.4528,238.1028,238.0915,238.5475,238.2048,240.9165,238.1688
"Kentucky",2015,241.728,.0659694,.4957991,.1435492,9.999069,.0601693,.0177768,.0011299,.5507997,.0662402,.0010345,.5494158,.0630537,.0139965,1,20.04,.7834749,.0998516,.3819256,.7220486,.1880331,.0844894,.005429,,241.7278,236.0372,243.0088,239.9866,241.9596,241.9816,240.2447,238.9588,236.2024,236.2013,236.201,236.1263,241.8056,243.1696,243.1476,242.4103,240.2973,240.2339,239.5589,242.1237,240.4039,240.4093,238.927,238.9016,238.959,238.9779,236.342,236.3607,236.2979,236.3022,236.2579,236.265,242.0288,241.923,241.8126,243.2472,242.4652,242.4567,240.4549,239.7603,239.7245,240.5117,238.8751,238.9273,238.9724,238.9038,238.8974,238.9606,236.4417,236.4055,236.4315,236.344,242.0935,241.9124,241.8528,242.4919,239.8673,238.8773,238.8951,238.9553,238.8898,236.4904,241.9339,238.8874,243.4751,239.2672,242.2306,243.6191,243.6016,242.8633,239.2144,239.1876,239.2528,239.2835,242.4396,242.3338,242.2371,243.6899,242.9001,242.8953,239.1431,239.2001,239.2588,239.1817,239.1809,239.2515,242.4959,242.3215,242.2621,242.9185,239.137,239.1622,239.2271,239.1652,242.3339,239.1463
"Kentucky",2017,239.178,.0005082,.492096,.1458016,9.984205,.07199,.0161566,.0015038,.5402313,.0445785,.0028102,.5188019,.0486026,.0004214,1,19.84,.7620663,.1033958,.41238,0,0,0,0,,239.1783,233.6114,240.1648,237.2432,239.4607,239.2613,239.1783,236.2982,233.6272,233.8215,233.6189,233.6114,238.8613,240.3821,240.1952,240.1648,237.6122,237.3148,237.2432,239.5017,239.4607,239.2613,236.1501,236.3006,236.1864,236.2982,233.8271,233.6343,233.6272,233.8158,233.8215,233.6189,239.1453,238.8606,238.8613,240.3923,240.3821,240.1952,237.6388,237.6122,237.3148,239.5017,236.1684,236.0391,236.1501,236.2327,236.3006,236.1864,233.8214,233.8271,233.6343,233.8158,239.1324,239.1453,238.8606,240.3923,237.6388,236.099,236.1684,236.0391,236.2327,233.8214,239.1324,236.099,239.9874,236.1822,238.6986,240.211,240.0184,239.9874,236.0388,236.1934,236.0721,236.1822,238.9879,238.6988,238.6986,240.2213,240.211,240.0184,236.0651,235.9295,236.0388,236.1262,236.1934,236.0721,238.9754,238.9879,238.6988,240.2213,235.9965,236.0651,235.9295,236.1262,238.9754,235.9965
"Kentucky",2019,239.311,,,,,,,,,,,,,,,,,,,,,,,,239.3107,233.7439,240.2973,237.3757,239.5931,239.3938,239.3107,236.4307,233.7596,233.954,233.7513,233.7439,238.9938,240.5146,240.3277,240.2973,237.7446,237.4472,237.3757,239.6341,239.5931,239.3938,236.2825,236.433,236.3189,236.4307,233.9595,233.7668,233.7596,233.9482,233.954,233.7513,239.2777,238.993,238.9938,240.5247,240.5146,240.3277,237.7712,237.7446,237.4472,239.6341,236.3008,236.1716,236.2825,236.3651,236.433,236.3189,233.9538,233.9595,233.7668,233.9482,239.2649,239.2777,238.993,240.5247,237.7712,236.2314,236.3008,236.1716,236.3651,233.9538,239.2649,236.2314,240.1199,236.3147,238.8311,240.3435,240.1509,240.1199,236.1712,236.3259,236.2045,236.3147,239.1204,238.8313,238.8311,240.3537,240.3435,240.1509,236.1976,236.062,236.1712,236.2586,236.3259,236.2045,239.1079,239.1204,238.8313,240.3537,236.1289,236.1976,236.062,236.2586,239.1079,236.1289
"Louisiana",1996,211.158,-.3783213,.4998609,.0639834,10.05383,.0654172,.0124975,.0267034,.440506,.0685055,.079344,.440506,.0685055,.079344,1,23.75,.545711,.3496708,.3950592,.7066133,.2490613,.0402809,.0040445,,211.1583,214.7469,214.8598,210.3534,211.4224,211.9222,211.0332,216.4359,214.8524,214.9142,215.2829,214.912,214.0384,214.9619,215.2807,214.824,210.647,211.1281,210.5206,211.9431,211.2574,211.8147,216.4248,216.4699,216.7762,216.5793,215.0015,215.3756,214.9915,215.2634,215.0554,215.4527,214.1832,214.4664,214.2477,215.2117,214.8715,215.234,211.187,210.7719,211.2993,211.804,216.4589,216.7634,216.5577,216.6752,216.5936,216.9249,215.3476,215.1206,215.5196,215.4099,214.4483,214.3387,214.6613,215.1252,211.323,216.6672,216.5738,216.9009,216.8033,215.4717,214.6001,216.786,214.8598,216.4359,214.0384,214.9619,215.2807,214.824,216.4248,216.4699,216.7762,216.5793,214.1832,214.4664,214.2477,215.2117,214.8715,215.234,216.4589,216.7634,216.5577,216.6752,216.5936,216.9249,214.4483,214.3387,214.6613,215.1252,216.6672,216.5738,216.9009,216.8033,214.6001,216.786
"Louisiana",2000,217.964,-.2214371,.4935451,.0849731,10.07834,.0581926,.0109032,.0217041,.4587637,.0752176,.0348152,.4587637,.0752176,.0348152,1,21.97,.5031252,.4053626,.3223326,.7163509,.2346738,.0453556,.0036197,,217.9638,221.5032,221.0657,216.8063,218.7586,219.0257,217.5354,222.8903,221.6386,222.1778,222.2744,221.7098,220.0717,221.6658,221.697,220.8574,217.6252,217.883,216.8243,219.4561,218.2858,218.5905,222.9203,223.4194,223.4221,223.0249,222.2713,222.3914,221.804,222.6579,222.3577,222.4607,220.7133,220.7197,220.1697,222.0237,221.3972,221.4598,218.3478,217.5939,217.8756,218.9947,223.4288,223.4494,223.0322,223.7227,223.536,223.5446,222.7471,222.4163,222.5375,222.8269,221.0961,220.7489,220.7793,221.7511,218.3084,223.7368,223.5262,223.5484,223.8337,222.8812,221.1148,223.8273,221.0657,222.8903,220.0717,221.6658,221.697,220.8574,222.9203,223.4194,223.4221,223.0249,220.7133,220.7197,220.1697,222.0237,221.3972,221.4598,223.4288,223.4494,223.0322,223.7227,223.536,223.5446,221.0961,220.7489,220.7793,221.7511,223.7368,223.5262,223.5484,223.8337,221.1148,223.8273
"Louisiana",2003,226.248,-.2812903,.4957593,.1863009,10.19916,.0146974,.0067708,.0077219,.5639079,.0907923,.0053135,.5639079,.0907923,.0053135,1,19.75,.4354288,.5338565,.3118361,.6223393,.2642877,.1080366,.0053364,,226.2477,232.2788,231.3035,224.4975,227.9062,227.8534,225.4497,234.3401,232.1925,233.7691,233.4676,232.2784,229.7707,232.607,232.2488,230.8231,226.1719,226.1255,224.3506,228.9327,227.0698,227.0686,234.1425,235.5815,235.1629,234.2985,233.6318,233.3563,232.1992,234.4862,233.7498,233.4487,231.1299,230.7397,229.7469,233.1277,232.0611,231.7388,227.2348,225.9812,225.9638,228.127,235.3646,234.9616,234.1195,236.0354,235.5288,235.1096,234.3431,233.6222,233.3453,234.4576,231.685,231.0366,230.6732,232.5825,227.0466,235.8247,235.33,234.9256,235.9775,234.324,231.5748,235.7835,231.3035,234.3401,229.7707,232.607,232.2488,230.8231,234.1425,235.5815,235.1629,234.2985,231.1299,230.7397,229.7469,233.1277,232.0611,231.7388,235.3646,234.9616,234.1195,236.0354,235.5288,235.1096,231.685,231.0366,230.6732,232.5825,235.8247,235.33,234.9256,235.9775,231.5748,235.7835
"Louisiana",2005,230.231,-.2511949,.4823331,.2053344,10.2506,.012524,.0132464,.0044498,.5542598,.0960328,.0107213,.5542598,.0960328,.0107213,1,20.67,.4800223,.4897574,.3386303,.6175138,.2805068,.0974285,.004551,,230.2312,234.7268,234.6657,228.2975,232.2225,232.157,229.2652,236.8287,234.5913,236.5571,236.2184,234.6568,233.0728,236.2903,235.8427,234.1146,230.2994,230.2513,228.0568,233.4536,231.2215,231.2155,236.592,238.3843,237.8862,236.7299,236.3622,236.052,234.5363,237.4589,236.4704,236.1294,234.7494,234.2874,232.9975,236.9385,235.6753,235.2696,231.5755,230.0173,230,232.4949,238.1222,237.6447,236.5175,238.9692,238.2759,237.775,237.2569,236.2927,235.9786,237.3628,235.4464,234.6049,234.1689,236.3331,231.3008,238.7151,238.0374,237.5562,238.8555,237.1776,235.2866,238.6232,234.9398,237.0133,233.323,236.5544,236.1082,234.3784,236.7638,238.5557,238.0608,236.9104,234.9911,234.5278,233.2444,237.1978,235.9287,235.5236,238.2827,237.8066,236.6863,239.135,238.4438,237.9456,235.6822,234.8429,234.4055,236.5807,238.8698,238.1952,237.7152,239.0179,235.5184,238.7754
