FIPS,year,profmean,pct,sepct,semean,diff,profmean_stnd,female,lep,sped,age,white,black,hispanic,asian,amind,unclass,freelunch,redlunch,misslunch,books_125,books_26p,books_multmiss,score_m1,score_m2,score_m3,score_m4,score_m5,score_m6,score_m7,score_m8,score_m9,score_m10,score_m11,score_m12,score_m13,score_m14,score_m15,score_m16,score_m17,score_m18,score_m19,score_m20,score_m21,score_m22,score_m23,score_m24,score_m25,score_m26,score_m27,score_m28,score_m29,score_m30,score_m31,score_m32,score_m33,score_m34,score_m35,score_m36,score_m37,score_m38,score_m39,score_m40,score_m41,score_m42,score_m43,score_m44,score_m45,score_m46,score_m47,score_m48,score_m49,score_m50,score_m51,score_m52,score_m53,score_m54,score_m55,score_m56,score_m57,score_m58,score_m59,score_m60,score_m61,score_m62,score_m63,score_m64
"Oklahoma",2013,238.922,0.000,0.00047,22.20051,-6.46e-09,-.0801342,.4896978,.0650963,.1579935,10.16616,.522408,.1091833,.1412149,.0257368,.1486307,.0528262,.509128,.092347,.0003197,.4319655,.5650826,.0029518,238.9219,238.2277,240.0064,237.9709,239.6346,240.3952,238.0723,239.3474,237.9637,238.7616,239.4277,238.2527,239.3224,240.6053,240.966,239.7086,238.7006,239.4691,237.758,240.6263,238.7322,239.5401,239.0674,239.7654,240.2265,239.3791,238.5046,239.1406,238.0748,239.5352,238.76,239.4166,239.9458,240.3282,239.4033,241.1611,240.2341,240.6409,239.734,238.4126,239.2189,239.7433,239.5019,239.9427,239.1756,240.2836,239.7731,240.2312,239.2723,238.582,239.2158,239.5128,240.5563,239.939,240.3562,240.7943,239.4339,240.0271,239.5794,240.0226,240.2774,239.3285,240.5271,240.0891
"Oklahoma",2015,,,,,,,,.07,.17,,.52,.09,.16,.02,.14,.07,.53,.09,0,,,,239.7605,239.0663,240.845,238.8095,240.4732,241.2338,238.9109,240.186,238.8023,239.6003,240.2663,239.0913,240.161,241.4439,241.8046,240.5473,239.5392,240.3078,238.5966,241.4649,239.5708,240.3788,239.906,240.604,241.0652,240.2177,239.3432,239.9792,238.9134,240.3738,239.5986,240.2552,240.7844,241.1669,240.2419,241.9997,241.0727,241.4795,240.5726,239.2513,240.0575,240.5819,240.3405,240.7813,240.0142,241.1222,240.6117,241.0698,240.1109,239.4206,240.0544,240.3514,241.3949,240.7776,241.1948,241.6329,240.2725,240.8657,240.418,240.8612,241.116,240.1671,241.3657,240.9277
"Oregon",1996,224.932,0.001,0.00065,9.95990,-2.72e-08,.0850529,.5027493,.0288674,.0714699,9.949802,.7834129,.0187101,.1046142,.0467445,.0396107,.0069075,.2271063,.0631684,.0854337,.0395568,.9184614,.0419817,224.9315,220.6328,223.3945,224.6755,225.3623,224.8743,224.6213,220.8763,220.7533,221.0648,220.6284,220.5436,223.3644,223.837,223.3959,223.2737,225.1003,224.6153,224.4893,225.2956,225.0668,224.567,220.9656,221.2613,220.8646,220.7844,221.1547,220.7476,220.6558,221.0397,220.9882,220.5511,223.799,223.3651,223.2639,223.8212,223.7283,223.2801,225.0279,224.9256,224.4356,224.9989,221.3283,220.9538,220.8693,221.2402,221.1821,220.782,221.1297,221.0708,220.6618,220.9705,223.7805,223.7076,223.2703,223.7142,224.8564,221.3071,221.245,220.8667,221.1661,221.053,223.6924,221.2289
"Oregon",2000,226.629,0.001,0.00103,9.76215,6.23e-10,.0732468,.501385,.0373453,.078492,9.963285,.759875,.0250017,.1328757,.0395281,.0385592,.0041603,.2561308,.0891592,.0458813,.0468114,.8858463,.0673423,226.6295,221.7777,225.0583,226.1866,227.28,226.7833,226.3276,222.2112,221.8339,222.4192,221.949,221.8096,224.9159,225.6989,225.2021,224.9807,226.8309,226.3407,226.0705,227.3481,226.9732,226.4779,222.2381,222.7783,222.3277,222.2143,222.4433,222.0008,221.8417,222.5007,222.4457,221.983,225.5503,225.0656,224.8869,225.7614,225.6148,225.1238,226.8984,226.7074,226.2206,227.0391,222.7837,222.3539,222.225,222.8282,222.7795,222.3336,222.524,222.4496,222.011,222.5292,225.6175,225.512,225.0325,225.6787,226.7732,222.8344,222.771,222.3435,222.8315,222.5323,225.5783,222.8235
"Oregon",2003,236.306,0.000,0.00036,9.21720,1.90e-08,.0859051,.4802009,.1087588,.1429723,9.97949,.7512355,.0284012,.1449188,.0421845,.017378,.0155199,.2842121,.0721348,.0035628,.2653942,.7277505,.0068552,236.3059,231.687,234.2666,236.6317,236.9992,236.1777,235.9544,231.6872,232.2036,232.3899,231.6263,231.6629,234.6434,234.9629,234.2259,234.1868,237.2775,236.503,236.4116,236.8664,236.6424,235.8127,232.1196,232.3428,231.6362,231.665,232.822,232.1381,232.1722,232.3134,232.3593,231.6062,235.3039,234.6095,234.6035,234.9122,234.8772,234.1405,237.1405,237.0384,236.2695,236.496,232.7071,232.0679,232.0956,232.2879,232.3158,231.6169,232.7451,232.7855,232.1105,232.2858,235.2537,235.2439,234.561,234.8208,236.8916,232.6525,232.6783,232.0465,232.2628,232.7114,235.1888,232.6255
"Oregon",2005,238.325,0.000,0.00042,9.71376,-1.92e-08,.0447167,.4915406,.1276851,.1189014,9.98727,.7121373,.032205,.166144,.0493881,.0212712,.0188544,.3112838,.076847,.0380063,.2809029,.7091377,.0099593,238.3249,234.123,236.7513,239.0591,238.391,238.1723,237.9767,234.2848,234.869,234.2075,234.0448,234.1066,237.3487,236.868,236.6922,236.6807,239.0847,238.9083,238.8192,238.2797,238.0326,237.8044,234.9089,234.3513,234.2218,234.2841,234.8692,234.7837,234.8549,234.1509,234.1855,234.0278,237.4302,237.301,237.3411,236.828,236.7829,236.609,238.9739,238.8128,238.6456,237.9053,234.9058,234.8449,234.9171,234.3107,234.3443,234.2198,234.8115,234.8483,234.7686,234.1288,237.3964,237.3896,237.2758,236.7342,238.6866,234.8663,234.9059,234.8513,234.303,234.7902,237.3456,234.8655
"Oregon",2007,236.040,0.000,0.00036,9.96027,9.37e-10,-.1094194,.4929238,.1206187,.1327028,9.971383,.7124636,.0253565,.1667048,.0521412,.0222865,.0210474,.3582012,.0864245,.0289964,.2887053,.7005203,.0107745,236.0397,231.5768,235.6712,236.4272,236.4884,235.8473,235.9126,232.6517,232.1284,232.0343,231.4597,231.7129,235.9512,236.0869,235.5582,235.7003,236.8362,236.2334,236.3879,236.3256,236.3376,235.7021,233.0611,233.0007,232.5211,232.7608,232.5077,232.0074,232.2464,231.9328,232.1466,231.5971,236.3426,235.8379,236.0469,236.0032,236.0898,235.5729,236.6682,236.7613,236.1772,236.1587,233.3544,232.9302,233.1671,232.9087,233.0905,232.6316,232.4058,232.6045,232.1265,232.047,236.2537,236.3996,235.9204,235.9949,236.5818,233.2621,233.4416,233.0375,232.9999,232.5044,236.3031,233.3508
"Oregon",2009,238.032,0.000,0.00042,9.89338,-8.97e-09,-.0382994,.4786629,.1146563,.1377943,9.967488,.6922061,.0379254,.1683182,.0551067,.0211941,.0252494,.453437,.0071745,.0213818,.2842766,.7049872,.0107362,238.0323,233.7818,238.2566,238.3475,238.5239,237.8068,237.7932,235.1639,234.3352,234.2784,233.6286,233.9001,238.424,238.6909,238.0952,238.2248,238.8011,238.1193,238.2653,238.3351,238.2566,237.5418,235.5317,235.5259,234.9788,235.2581,234.7518,234.1788,234.4448,234.1508,234.3716,233.7466,238.8397,238.2562,238.513,238.5773,238.6251,238.0392,238.6053,238.6758,238.014,238.0459,235.842,235.3467,235.6328,235.4003,235.5997,235.073,234.624,234.838,234.2879,234.2448,238.7152,238.8807,238.3261,238.4934,238.4641,235.7155,235.9223,235.4477,235.4746,234.711,238.7448,235.7964
"Oregon",2011,236.914,0.000,0.00041,10.10329,-8.95e-09,-.1148676,.4993561,.1366943,.1343303,9.957542,.6554633,.0249687,.2115284,.0416076,.0211076,.0453245,.5217661,.0087055,.0050835,.2940485,.6978189,.0081326,236.9145,233.2165,237.5793,237.4665,237.3244,236.66,236.6522,234.7409,233.8157,233.6321,233.0322,233.2371,237.8613,237.924,237.3874,237.4727,237.83,237.2104,237.2958,237.1204,237.048,236.3803,235.1414,235.0176,234.5254,234.7451,234.1496,233.6284,233.8342,233.4878,233.6385,233.0567,238.183,237.6638,237.8582,237.7953,237.7964,237.2613,237.6201,237.6293,237.0236,236.827,235.3657,234.9261,235.1586,234.8767,235.0112,234.5323,234.0052,234.1543,233.6504,233.4973,238.0438,238.1437,237.6459,237.6517,237.4077,235.2238,235.3708,234.946,234.872,234.0129,237.9951,235.2308
"Oregon",2013,240.099,0.000,0.00040,23.20576,-1.08e-08,-.0383561,.4903108,.1336468,.1385241,9.968277,.6400021,.0262015,.2086711,.0491685,.0195013,.0564555,.5560719,.0136015,.0059716,.3013231,.6829184,.0157585,240.0993,236.1663,241.2697,240.6879,240.3783,240.0107,239.9008,238.1088,236.887,236.4552,236.1338,236.2729,241.5334,241.4783,241.1772,241.2211,240.9243,240.6015,240.5921,240.2989,240.1529,239.7975,238.5891,238.2373,237.9932,238.1897,237.0862,236.8468,236.9865,236.4188,236.5366,236.2411,241.723,241.4415,241.6116,241.4147,241.3951,241.108,240.8458,240.7845,240.4875,240.0622,238.6615,238.473,238.6825,238.1625,238.2981,238.0747,237.0485,237.1613,236.9466,236.5019,241.6565,241.7509,241.5005,241.3177,240.6949,238.5868,238.7333,238.5667,238.2242,237.1251,241.6735,238.6595
"Oregon",2015,,,,,,,,.13,.13,,.62,.02,.23,.05,.01,.06,.61,.01,.01,,,,237.7467,233.8137,238.9171,238.3353,238.0257,237.6582,237.5483,235.7562,234.5345,234.1026,233.7813,233.9203,239.1808,239.1257,238.8247,238.8685,238.5718,238.2489,238.2395,237.9463,237.8003,237.4449,236.2365,235.8848,235.6406,235.8372,234.7336,234.4943,234.6339,234.0662,234.184,233.8885,239.3704,239.0889,239.259,239.0621,239.0425,238.7555,238.4932,238.4319,238.1349,237.7097,236.3089,236.1204,236.3299,235.8099,235.9456,235.7222,234.6959,234.8088,234.594,234.1493,239.3039,239.3983,239.1479,238.9651,238.3423,236.2343,236.3807,236.2141,235.8716,234.7726,239.321,236.307
"Pennsylvania",1992,224.306,0.000,0.00000,379.68524,-.1332832,.2294212,.4704559,.0035928,.0527907,10.03525,.7694179,.1219472,.0744807,.0197009,.0129984,.0014548,,,,.0350457,.9193512,.0456031,224.3057,221.7154,,223.7017,224.3312,224.3557,223.9933,,221.8527,221.7222,221.7422,221.8572,,,,,223.757,223.7487,223.6512,224.3648,224.001,224.0191,,,,,221.8443,221.8773,221.951,221.7397,221.8555,221.8795,,,,,,,223.7871,223.6829,223.6777,224.019,,,,,,,221.8614,221.9391,221.9717,221.8705,,,,,223.7001,,,,,221.9537,,
"Pennsylvania",1996,227.512,0.002,0.00206,9.08777,-3.14e-08,.1718663,.4950428,.0006242,.0376757,10.00433,.7980815,.0833526,.0890437,.015842,.0105823,.0030979,.2458458,.0433537,.1671229,0,0,0,227.5119,224.1563,226.7142,226.6216,227.19,227.8851,227.4214,224.7312,224.0744,223.8253,224.4765,224.6572,226.2181,226.4557,226.9985,226.931,226.3596,226.9967,226.9164,227.4721,227.0302,227.7601,224.6328,224.3783,224.9668,225.1729,223.7657,224.3886,224.5424,224.056,224.2732,224.9558,225.9924,226.5087,226.6161,226.6368,226.5982,227.1872,226.6485,226.5775,227.2546,227.2989,224.3021,224.8674,225.0534,224.5342,224.7731,225.3947,223.9946,224.1859,224.836,224.4926,226.1864,226.3162,226.8751,226.7711,226.8477,224.4601,224.6796,225.2741,224.9227,224.4036,226.4954,224.8307
"Pennsylvania",2003,235.947,0.001,0.00114,8.72629,1.81e-09,.0728031,.5001754,.0174752,.1131705,10.04776,.7348562,.196741,.0452757,.0158812,.0004377,.0061754,.3101631,.064177,.0003371,.237589,.7581933,.0042177,235.947,233.4346,234.4078,234.2225,235.9765,236.3577,234.774,233.4166,233.1596,233.4081,233.7304,233.4214,233.4476,234.4905,234.7122,234.0305,234.339,234.6301,233.896,236.2633,234.7645,235.1354,233.1786,233.3934,233.639,233.4263,233.1638,233.4521,233.1933,233.6068,233.3871,233.702,233.581,233.7477,233.4635,234.6709,234.0529,234.2869,234.6257,233.9493,234.2579,235.0247,233.1819,233.4005,233.2246,233.5292,233.3945,233.6366,233.3615,233.1855,233.4707,233.5766,233.7655,233.5292,233.7196,234.2118,234.2098,233.3191,233.216,233.4341,233.5237,233.3739,233.6907,233.3462
"Pennsylvania",2005,240.573,0.001,0.00118,9.28499,-1.94e-08,.1269061,.4933202,.0191085,.1381407,10.04424,.7384903,.1653907,.073428,.0200057,.0006245,.0020609,.2919762,.0760467,.0075214,.2607732,.736919,.0023078,240.573,237.5682,238.3088,238.8685,241.0676,240.87,239.533,237.1854,237.1992,238.012,237.7788,237.5157,237.4269,238.8348,238.5597,237.9761,239.4284,239.1602,238.5637,241.246,240.0005,239.7915,236.8971,237.6272,237.3631,237.157,237.665,237.4095,237.1828,238.1298,237.9542,237.7186,237.9898,237.672,237.3993,238.9662,238.4594,238.1927,239.6012,239.0807,238.8234,240.1558,237.3555,237.0745,236.8927,237.7189,237.5928,237.3282,237.7827,237.641,237.3855,238.0676,238.1207,237.9149,237.6144,238.5751,239.2347,237.4477,237.3436,237.0636,237.6811,237.7542,238.0305,237.4323
"Pennsylvania",2007,244.001,0.001,0.00109,9.05916,1.04e-08,.1786004,.4979506,.0207602,.1441162,10.01929,.7673237,.1408024,.0571708,.0275284,.0007149,.0064599,.2841187,.0691988,.0020631,.2440718,.7515511,.0043771,244.0013,239.8826,241.4014,242.146,244.7043,244.187,242.8643,239.6246,239.5706,240.5318,240.0021,239.8502,240.4535,242.1265,241.5866,241.0558,242.9127,242.323,241.8179,244.7915,243.5346,243.0039,239.3777,240.2491,239.7272,239.6142,240.2273,239.6912,239.5693,240.5784,240.4897,239.965,241.2148,240.6268,240.4412,242.2109,241.7313,241.2011,242.9885,242.5346,241.9595,243.5912,240.0084,239.4804,239.3884,240.2885,240.229,239.7126,240.2742,240.2149,239.6851,240.5339,241.2915,241.1471,240.5827,241.795,242.5887,240.0477,240.0083,239.4868,240.2665,240.2594,241.2072,240.0456
"Pennsylvania",2009,243.588,0.001,0.00123,9.13283,-1.11e-07,.1622441,.4844654,.0272614,.1337274,10.02023,.7138145,.1525171,.0876653,.0381881,.000485,.0073301,.3229087,.0641664,.0030881,.2693875,.7284415,.002171,243.5879,240.2411,241.2975,241.9402,243.9889,243.7786,242.5111,239.9125,239.9254,240.6012,240.3731,240.2049,240.4527,241.7406,241.4783,240.9642,242.4077,242.1237,241.6224,244.0982,242.8805,242.6517,239.6649,240.2722,240.0273,239.9014,240.3051,240.0582,239.925,240.6708,240.5582,240.3255,240.9325,240.624,240.4417,241.8329,241.3589,241.1022,242.5086,242.0396,241.7646,242.9574,240.0395,239.7796,239.6784,240.3287,240.2533,240.0067,240.3748,240.2953,240.0464,240.6208,241.0202,240.8668,240.5768,241.4292,242.1147,240.0961,240.0435,239.7836,240.3046,240.3582,240.935,240.0948
"Pennsylvania",2011,245.655,0.001,0.00107,9.32643,-3.23e-10,.1991359,.4869385,.030263,.1407003,10.00331,.7299417,.1335482,.088934,.0343199,0,.0132562,.3515407,.0502545,.0073577,.2638002,.7334152,.0027847,245.6549,241.6631,242.7621,243.8165,246.2068,245.7617,244.6318,241.1522,241.3177,242.1659,241.7155,241.6906,241.8482,243.3626,242.9031,242.4879,244.438,243.913,243.5615,246.2478,245.1464,244.6879,240.8913,241.6579,241.2151,241.1923,241.8375,241.373,241.3654,242.1751,242.1791,241.7361,242.4857,241.9753,241.876,243.4249,243.0372,242.5889,244.4654,244.1308,243.6202,245.1532,241.4086,240.9545,240.9421,241.6776,241.6841,241.2497,241.8475,241.8707,241.4138,242.1845,242.5385,242.4586,241.9721,243.0783,244.1344,241.4279,241.4457,240.9999,241.701,241.877,242.4949,241.4622
"Pennsylvania",2013,244.013,0.001,0.00113,22.25937,1.04e-08,.1005061,.4958436,.0260563,.1522267,9.991838,.6870334,.1677398,.0809394,.039631,.0007803,.0238761,.4008986,.0549033,.0000517,.2966215,.6996574,.0037211,244.0126,240.6104,241.9331,242.1848,244.5968,244.1101,242.8488,240.5047,240.4022,241.1354,240.6406,240.6072,240.9582,242.5328,242.0476,241.5747,242.8366,242.2718,241.8609,244.6294,243.3916,242.8879,240.3366,241.0022,240.5326,240.5184,240.9285,240.4342,240.4268,241.1287,241.1178,240.6287,241.5982,241.0555,240.9692,242.5793,242.114,241.6381,242.8551,242.4513,241.9024,243.3844,240.836,240.3648,240.3706,241.001,241.002,240.539,240.9223,240.9375,240.4501,241.1061,241.632,241.5416,241.0267,242.132,242.441,240.8342,240.855,240.3915,240.9969,240.9264,241.5536,240.8495
"Pennsylvania",2015,,,,,,,,.03,.18,,.7,.13,.11,.03,0,.03,.39,.04,0,,,,243.3122,239.91,241.2327,241.4844,243.8965,243.4097,242.1484,239.8043,239.7018,240.4351,239.9402,239.9068,240.2578,241.8324,241.3473,240.8744,242.1362,241.5714,241.1605,243.929,242.6912,242.1875,239.6362,240.3018,239.8322,239.818,240.2281,239.7338,239.7264,240.4284,240.4174,239.9283,240.8978,240.3551,240.2688,241.8789,241.4137,240.9377,242.1548,241.7509,241.202,242.684,240.1356,239.6644,239.6702,240.3006,240.3017,239.8386,240.222,240.2371,239.7497,240.4057,240.9316,240.8412,240.3263,241.4317,241.7406,240.1338,240.1546,239.6912,240.2965,240.226,240.8532,240.1491
"Rhode Island",1992,215.449,0.000,0.00000,427.75259,-.2342271,-.0595532,.4894683,.0318335,.0712703,9.919462,.7777731,.062749,.1086293,.0300938,.0190987,.0016561,,,,.0689468,.8654274,.0656258,215.4492,212.0758,,215.4795,215.8863,214.5854,215.4507,,212.4271,212.515,211.3366,212.0939,,,,,215.8957,214.5974,215.4088,215.2522,215.9063,214.5693,,,,,212.8105,211.7,212.3741,211.9992,212.5429,211.3779,,,,,,,215.2296,215.8483,214.5322,215.2437,,,,,,,212.2983,212.7748,211.6701,212.0409,,,,,215.1782,,,,,212.2767,,
"Rhode Island",1996,220.418,0.000,0.00017,11.54551,-1.61e-09,-.0667931,.4707019,.0394136,.0899451,9.812226,.7613537,.0552232,.1271503,.0316632,.017815,.0067945,.2913767,.0479564,.011376,.0663822,.8820481,.0515697,220.4181,217.2272,219.7306,220.399,221.2605,219.275,220.3752,217.7514,217.4904,218.0731,216.2444,217.2421,219.7736,220.511,218.9707,219.6823,221.2049,219.2314,220.3247,220.4051,221.2329,219.2016,217.9313,218.5039,216.9591,217.7106,218.2735,216.526,217.4492,217.3739,218.0927,216.2838,220.5347,218.9644,219.68,220.0237,220.4826,218.9078,220.3059,221.1502,219.1574,220.3344,218.6398,217.1426,217.8502,217.9956,218.4739,216.9381,217.5798,218.2439,216.509,217.408,219.9885,220.46,218.8852,219.968,220.2415,218.1242,218.5737,217.0825,217.9758,217.565,219.9161,218.07
"Rhode Island",2000,224.634,0.000,0.00018,11.61368,1.73e-10,.005384,.502362,.0501913,.0754484,9.772207,.7085828,.0640056,.1738846,.0290564,.0229202,.0015503,.2972012,.0571094,.0037051,.0700247,.8440775,.0858978,224.6339,221.4319,223.3295,224.4795,225.2166,223.2795,224.7069,221.5401,221.5146,222.0146,220.256,221.6231,223.3393,223.8997,222.449,223.4351,225.0442,223.0952,224.569,224.2287,225.2763,223.297,221.5949,222.0765,220.622,221.6698,222.0648,220.3634,221.6511,221.2001,222.1871,220.4617,223.8966,222.4006,223.4084,223.3476,223.9994,222.5255,224.005,225.1245,223.1669,224.2268,222.1078,220.6813,221.6821,221.4998,222.1945,220.7638,221.257,222.1901,220.5144,221.3813,223.2772,223.9603,222.4746,223.41,224.0629,221.5224,222.1886,220.7822,221.6239,221.3915,223.3371,221.6113
"Rhode Island",2003,230.298,0.000,0.00011,9.34402,-1.80e-09,-.1334278,.5015038,.0754389,.1863135,9.831499,.6967857,.0936286,.1631982,.0390308,.0073566,0,.3213903,.0767609,.0500335,.300489,.6924393,.0070717,230.298,227.536,229.5478,229.8754,231.9567,229.0017,230.6623,227.8585,227.3862,229.1876,226.4144,227.8122,229.3443,231.0636,228.7077,229.7573,231.482,228.5485,230.1572,230.9434,232.3051,229.3223,227.7142,229.3744,226.9866,228.0418,228.9871,226.2907,227.5879,228.3545,229.4294,226.7066,230.8384,228.4433,229.4636,230.5002,231.2696,228.8981,230.4134,231.7673,228.8256,231.236,229.1961,226.847,227.8398,228.7899,229.5346,227.1845,228.1615,229.167,226.5089,228.6071,230.202,230.96,228.5784,230.6739,230.6848,228.6022,229.307,226.989,228.9583,228.3528,230.3269,228.7233
"Rhode Island",2005,233.437,0.000,0.00013,9.59238,-4.21e-09,-.1339972,.4932728,.0639575,.182088,9.823086,.7275677,.0812612,.1604512,.0244333,.0062865,0,.3044857,.0748094,0,.282643,.7122499,.0051071,233.4368,230.1022,231.4091,232.7396,234.9103,231.9883,233.4112,229.819,229.9077,231.5542,228.8249,230.3364,231.1418,232.8047,230.4896,231.5272,234.1834,231.2554,232.8776,233.8015,234.8555,231.8946,229.6705,231.1939,228.8463,229.9974,231.3219,228.6605,230.1005,230.6274,231.7516,229.0731,232.5218,230.1546,231.2691,232.198,232.9015,230.5709,233.0121,234.2995,231.3704,233.6724,231.0164,228.7029,229.813,230.5533,231.3442,229.0361,230.4035,231.4866,228.8672,230.834,231.8357,232.6282,230.2847,232.2507,233.1016,230.3656,231.1369,228.8588,230.7099,230.5781,231.9374,230.4946
"Rhode Island",2007,235.878,0.000,0.00011,9.63704,6.13e-09,-.1152698,.4882354,.0661289,.1746347,9.804028,.6973622,.0790286,.1853213,.0323877,.0053197,.0005805,.3192173,.0766048,.0010517,.27844,.7193134,.0022466,235.8779,232.8595,234.2306,235.0416,237.2607,234.3646,236.0021,232.7132,232.4543,234.2277,231.5316,233.0146,233.8455,235.5307,233.2615,234.3266,236.4058,233.4903,235.1949,236.1119,237.3823,234.4373,232.382,234.0002,231.6983,232.7979,233.811,231.1601,232.5513,233.2715,234.3659,231.7093,235.1386,232.8024,233.8702,234.8978,235.6344,233.3348,235.1914,236.5748,233.6405,236.1688,233.6626,231.373,232.4162,233.3372,234.0762,231.8016,232.8639,233.9012,231.2798,233.4236,234.4208,235.1799,232.8469,234.9642,235.3454,232.9887,233.6956,231.4279,233.4232,232.9687,234.4663,233.0339
"Rhode Island",2009,238.767,0.000,0.00011,9.38979,-1.56e-09,-.0117844,.4820175,.0564852,.1596992,9.884544,.683327,.0957933,.1807867,.03336,.006733,0,.3421174,.0678102,.0008176,.2695631,.7276135,.0028234,238.7669,235.9611,236.9803,237.7756,239.7464,237.8866,238.7766,235.685,235.5393,236.9185,235.1775,236.0361,236.5072,237.924,236.4354,237.0204,238.7623,236.8697,237.8614,239.0674,239.7622,237.8738,235.3447,236.5979,235.0931,235.7121,236.5036,234.7776,235.5667,236.3465,236.9896,235.2752,237.4563,235.9141,236.4921,237.5601,237.9772,236.4703,238.0403,238.871,236.9659,239.0498,236.2646,234.7566,235.3285,236.2054,236.6263,235.1388,235.9374,236.5349,234.828,236.4317,237.0389,237.4655,235.9212,237.5963,238.1479,235.8651,236.2555,234.7603,236.244,235.9834,237.0568,235.8678
"Rhode Island",2011,241.625,0.000,0.00010,9.52784,4.35e-09,.0543514,.4831101,.0622242,.1310223,9.985258,.640993,.0817127,.2162939,.0287155,.0068968,.0253881,.3910181,.0660199,.0005411,.2898977,.7036318,.0064705,241.6248,239.1903,239.8681,240.5042,241.961,241.5891,241.696,238.8108,238.5412,239.5183,239.16,239.2957,239.3132,240.2335,239.8874,239.9508,240.8829,240.4601,240.6586,241.9153,242.035,241.666,238.2881,239.1443,238.805,238.8744,238.9261,238.5191,238.6165,239.4812,239.6193,239.2738,239.701,239.3196,239.3402,240.2313,240.3259,239.9831,240.8252,241.0571,240.6314,241.9914,238.6672,238.2835,238.3203,239.1287,239.2073,238.8771,238.8909,239.0023,238.6034,239.5881,239.6882,239.753,239.3658,240.3311,241.0099,238.6498,238.7033,238.3247,239.1967,238.9731,239.7515,238.6914
"Rhode Island",2013,241.417,0.000,0.00011,22.51699,-8.36e-10,.0083935,.4891361,.0636183,.130647,9.976959,.6284546,.0877251,.2253896,.0313349,.0066178,.020478,.4751099,.0171051,.0004746,.300981,.6923041,.0067149,241.4167,239.0567,240.6235,240.4325,241.5203,241.3967,241.5369,239.2884,238.5533,239.1485,239.0326,239.2599,240.0633,240.746,240.6236,240.7335,240.5818,240.4053,240.6436,241.4998,241.6302,241.513,238.8384,239.3569,239.2537,239.4248,238.6959,238.5356,238.7136,239.1277,239.3386,239.238,240.2138,240.0492,240.1566,240.7414,240.8509,240.7356,240.552,240.7965,240.6221,241.6069,238.9532,238.8049,238.9386,239.3333,239.4862,239.3947,238.6764,238.8494,238.6989,239.32,240.1983,240.3157,240.1517,240.8475,240.7703,238.9281,239.0515,238.9102,239.4656,238.8324,240.3056,239.0295
"Rhode Island",2015,,,,,,,,.07,.13,,.62,.08,.22,.03,.01,.04,.41,.06,0,,,,238.0017,235.6416,237.2085,237.0175,238.1053,237.9817,238.1219,235.8734,235.1383,235.7335,235.6176,235.8449,236.6483,237.331,237.2086,237.3185,237.1668,236.9903,237.2286,238.0848,238.2152,238.098,235.4234,235.9419,235.8387,236.0098,235.2809,235.1206,235.2986,235.7127,235.9236,235.823,236.7988,236.6342,236.7416,237.3264,237.4359,237.3206,237.137,237.3815,237.2071,238.1919,235.5382,235.3899,235.5236,235.9183,236.0712,235.9796,235.2614,235.4344,235.2839,235.905,236.7833,236.9007,236.7367,237.4325,237.3553,235.5131,235.6364,235.4952,236.0506,235.4174,236.8906,235.6145
"South Carolina",1992,212.497,0.000,0.00000,451.75293,.442351,-.1558901,.5026091,.0014336,.0541456,10.00764,.5491012,.3733684,.0572835,.0061842,.0140627,0,,,,.07985,.838529,.081621,212.4967,216.3537,,211.8442,212.5524,212.3289,212.0933,,216.6057,216.3198,216.0613,216.5958,,,,,211.9308,211.6683,211.8662,212.431,212.0941,211.8618,,,,,216.5459,216.3168,216.8291,216.1264,216.5314,216.285,,,,,,,211.7977,211.8831,211.6365,211.9277,,,,,,,216.3536,216.7415,216.5222,216.3268,,,,,211.7143,,,,,216.5381,,
"South Carolina",1996,213.194,0.001,0.00073,10.18123,-8.60e-09,-.3098209,.5006188,.0015095,.0698444,9.930706,.5384064,.3733929,.0610137,.0077358,.0194512,0,.4421611,.0796433,.0012436,.08169,.8356957,.0826143,213.1944,217.2082,216.5577,212.324,213.589,212.9865,212.7283,218.5963,217.3271,217.5014,216.8718,217.4103,215.7251,216.7882,216.3248,216.3294,212.7456,212.1056,212.3124,213.4186,213.0775,212.4566,218.6093,218.7718,218.2661,218.7293,217.5957,216.9967,217.5099,217.2619,217.6801,217.0577,215.9962,215.4556,215.8265,216.6392,216.4981,216.0298,212.5591,212.6765,212.0431,212.8596,218.7778,218.2808,218.7372,218.565,218.89,218.3887,217.358,217.7582,217.1637,217.4304,215.8135,216.0298,215.5128,216.3046,212.4549,218.5679,218.8919,218.399,218.6768,217.5106,215.8197,218.6763
